Year,Jurisdiction,"National School Lunch Program eligibility, 3 categories",Average scale score
2003,New York,Information not available,290.4242
2003,North Carolina,Eligible,263.4105
2003,North Carolina,Not eligible,291.3444
2003,North Carolina,Information not available,293.2354
2003,North Dakota,Eligible,274.4774
2003,North Dakota,Not eligible,291.8737
2003,North Dakota,Information not available,à
2003,Ohio,Eligible,263.4943
2003,Ohio,Not eligible,288.7764
2003,Ohio,Information not available,277.2038
2003,Oklahoma,Eligible,260.0476
2003,Oklahoma,Not eligible,281.8352
2003,Oklahoma,Information not available,à
2003,Oregon,Eligible,266.2565
2003,Oregon,Not eligible,286.0343
2003,Oregon,Information not available,285.1360
2003,Pennsylvania,Eligible,256.6020
2003,Pennsylvania,Not eligible,287.5637
2003,Pennsylvania,Information not available,278.4598
2003,Puerto Rico,Eligible,à
2003,Puerto Rico,Not eligible,à
2003,Puerto Rico,Information not available,à
2003,Rhode Island,Eligible,253.3317
2003,Rhode Island,Not eligible,283.7862
2003,Rhode Island,Information not available,248.2903
2003,South Carolina,Eligible,263.0689
2003,South Carolina,Not eligible,289.0097
2003,South Carolina,Information not available,à
2003,South Dakota,Eligible,271.7116
2003,South Dakota,Not eligible,291.1702
2003,South Dakota,Information not available,à
2003,Tennessee,Eligible,250.1370
2003,Tennessee,Not eligible,278.6980
2003,Tennessee,Information not available,279.5699
2003,Texas,Eligible,264.1163
2003,Texas,Not eligible,287.9714
2003,Texas,Information not available,à
2003,Utah,Eligible,266.2334
2003,Utah,Not eligible,286.1732
2003,Utah,Information not available,279.7263
2003,Vermont,Eligible,268.4287
2003,Vermont,Not eligible,291.4757
2003,Vermont,Information not available,à
2003,Virginia,Eligible,261.4360
2003,Virginia,Not eligible,288.7835
2003,Virginia,Information not available,280.9887
2003,Washington,Eligible,265.3143
2003,Washington,Not eligible,287.9510
2003,Washington,Information not available,282.6669
2003,West Virginia,Eligible,260.9675
2003,West Virginia,Not eligible,279.5050
2003,West Virginia,Information not available,à
2003,Wisconsin,Eligible,258.7023
2003,Wisconsin,Not eligible,291.9889
2003,Wisconsin,Information not available,285.3521
2003,Wyoming,Eligible,270.8390
2003,Wyoming,Not eligible,288.0978
2003,Wyoming,Information not available,à
