Year,Jurisdiction,"National School Lunch Program eligibility, 3 categories",Average scale score
2003,Tennessee,Eligible,244.8393
2003,Tennessee,Not eligible,265.0623
2003,Tennessee,Information not available,271.8662
2003,Texas,Eligible,245.6466
2003,Texas,Not eligible,269.2836
2003,Texas,Information not available,à
2003,Utah,Eligible,250.7572
2003,Utah,Not eligible,269.2068
2003,Utah,Information not available,268.6306
2003,Vermont,Eligible,255.4210
2003,Vermont,Not eligible,275.7214
2003,Vermont,Information not available,à
2003,Virginia,Eligible,251.5068
2003,Virginia,Not eligible,274.3635
2003,Virginia,Information not available,266.2582
2003,Washington,Eligible,248.2833
2003,Washington,Not eligible,271.3185
2003,Washington,Information not available,268.9704
2003,West Virginia,Eligible,251.5179
2003,West Virginia,Not eligible,267.3133
2003,West Virginia,Information not available,à
2003,Wisconsin,Eligible,243.9757
2003,Wisconsin,Not eligible,272.2130
2003,Wisconsin,Information not available,273.1087
2003,Wyoming,Eligible,255.3706
2003,Wyoming,Not eligible,271.5178
2003,Wyoming,Information not available,à
