Year,Jurisdiction,"National School Lunch Program eligibility, 3 categories",Average scale score
2003,Tennessee,Eligible,197.8752
2003,Tennessee,Not eligible,222.1723
2003,Tennessee,Information not available,218.0807
2003,Texas,Eligible,204.9741
2003,Texas,Not eligible,226.4652
2003,Texas,Information not available,225.5724
2003,Utah,Eligible,206.0346
2003,Utah,Not eligible,226.0820
2003,Utah,Information not available,à
2003,Vermont,Eligible,213.5601
2003,Vermont,Not eligible,231.2116
2003,Vermont,Information not available,à
2003,Virginia,Eligible,204.6684
2003,Virginia,Not eligible,231.7818
2003,Virginia,Information not available,231.8956
2003,Washington,Eligible,208.1285
2003,Washington,Not eligible,229.8539
2003,Washington,Information not available,226.0495
2003,West Virginia,Eligible,212.0666
2003,West Virginia,Not eligible,227.6243
2003,West Virginia,Information not available,à
2003,Wisconsin,Eligible,205.3395
2003,Wisconsin,Not eligible,227.5202
2003,Wisconsin,Information not available,220.1770
2003,Wyoming,Eligible,211.7299
2003,Wyoming,Not eligible,228.3309
2003,Wyoming,Information not available,203.3227
