Year,State,Format,Revenue,Federal Revenue,State Revenue,Local Revenue
2004,Indiana,Per Student - Inflation Adjusted,13990.435239460068,895.0091933363201,6934.703861793704,6160.73600814682
2005,Indiana,Total - Inflation Adjusted,15285122979.7157,951415297.2117891,7011289048.261606,7322418634.242305
2005,Indiana,Per Student - Inflation Adjusted,15066.319014827855,937.7907121413666,6910.920466340636,7217.5944157537815
2006,Indiana,Total - Inflation Adjusted,14635259489.293297,957019713.2514521,6957692741.893318,6720547034.148526
2006,Indiana,Per Student - Inflation Adjusted,14261.745106561932,932.5962064160185,6780.11602680767,6549.032873338242
2007,Indiana,Total - Inflation Adjusted,12836469783.973993,964455179.3721093,6585152361.142411,5286862243.459473
2007,Indiana,Per Student - Inflation Adjusted,12406.157564413164,932.1271854668024,6364.397337258466,5109.633041687896
2008,Indiana,Total - Inflation Adjusted,13448291173.427135,983057938.0822357,6523209132.404904,5942024102.939995
2008,Indiana,Per Student - Inflation Adjusted,13013.953507445058,951.3126751903781,6312.530941698475,5750.109890556206
2009,Indiana,Total - Inflation Adjusted,15233987755.717228,1682608450.2149608,6957507716.5428915,6593871588.959374
2009,Indiana,Per Student - Inflation Adjusted,14814.501558464277,1636.2726808875238,6765.928445647933,6412.300431928823
2010,Indiana,Total - Inflation Adjusted,16287448788.805727,1753708449.636806,8715174741.37418,5818565597.794742
2010,Indiana,Per Student - Inflation Adjusted,15873.142035245084,1709.103782048936,8493.485472415665,5670.552780780483
2011,Indiana,Total - Inflation Adjusted,13795501729.05566,1192191194.930018,8542791041.494184,4060519492.631459
2011,Indiana,Per Student - Inflation Adjusted,13482.43761821869,1165.1338435811379,8348.931037038577,3968.372737598973
2012,Indiana,Total - Inflation Adjusted,13728413392.350588,1240161078.6935818,8437233795.62828,4051018518.0287266
2012,Indiana,Per Student - Inflation Adjusted,13638.038613359055,1231.9958612809733,8381.68273050074,4024.3487155438165
2013,Indiana,Total - Inflation Adjusted,13329643829.85595,1089641265.242443,8342817739.483737,3897184825.1297693
2013,Indiana,Per Student - Inflation Adjusted,13292.791094497887,1086.6247779584962,8319.756566333592,3886.4097502057994
2014,Indiana,Total - Inflation Adjusted,13301815399.258047,1022450862.6797423,8355994786.626182,3923369749.9521246
2014,Indiana,Per Student - Inflation Adjusted,13207.764122012093,1015.2238970653945,8296.909060179412,3895.6311647672865
2015,Indiana,Total - Inflation Adjusted,13277831184.980118,1010824561.6846458,8344572112.327504,3922434510.9679685
2015,Indiana,Per Student - Inflation Adjusted,13222.102442091995,1006.5872379266401,8309.546250653133,3905.9689535122193
2016,Indiana,Total - Inflation Adjusted,13510332073.962976,1031105328.1012404,8402201180.427581,4077025565.4341555
2016,Indiana,Per Student - Inflation Adjusted,13474.009373003533,1028.3332870332508,8379.609099717254,4066.0669862530267
2017,Indiana,Total - Inflation Adjusted,13447320154.239126,988580795.625142,8417327806.579599,4041411552.034384
2017,Indiana,Per Student - Inflation Adjusted,13418.671645956263,986.4721517671464,8399.399563099176,4032.7999310899404
2018,Indiana,Total - Inflation Adjusted,13376339497.867058,1001380404.9465706,8396701189.999052,3978257902.9214344
2018,Indiana,Per Student - Inflation Adjusted,13339.80124411854,998.643146436466,8373.761097371756,3967.386631906872
2019,Indiana,Total - Inflation Adjusted,13340280168.874048,984393125.9963518,8251370259.572934,4104516783.3047633
2019,Indiana,Per Student - Inflation Adjusted,13318.067525426071,982.7565866844205,8237.633894224742,4097.677044516909
2020,Indiana,Total - Inflation Adjusted,13339886000,947532000,8340649000,4051705000
2020,Indiana,Per Student - Inflation Adjusted,13368.37,949.56,8358.46,4060.36
2002,Iowa,Total - Inflation Adjusted,5839280858.31164,395449636.0162863,2818226832.325869,2625604389.9694843
2002,Iowa,Per Student - Inflation Adjusted,12016.668650076394,813.7953434445659,5799.625717474344,5403.233149152808
2003,Iowa,Total - Inflation Adjusted,5959764991.339112,430486035.26237035,2790015418.1355515,2739263537.94119
2003,Iowa,Per Student - Inflation Adjusted,12360.041778411047,892.7956653438661,5786.259711878402,5681.000529938035
2004,Iowa,Total - Inflation Adjusted,5849382182.904111,488348445.71411777,2700378928.5385532,2660654808.65144
2004,Iowa,Per Student - Inflation Adjusted,12155.821219868501,1014.8616847830315,5611.764596343843,5529.208762558404
2005,Iowa,Total - Inflation Adjusted,5985177419.701357,488415607.23787165,2753806180.5764213,2742955631.887063
2005,Iowa,Per Student - Inflation Adjusted,12513.574776421492,1021.1594300860719,5757.541363171622,5734.860562571727
2006,Iowa,Total - Inflation Adjusted,6109250685.843126,513778197.1115857,2791070409.0389023,2804402079.69264
2006,Iowa,Per Student - Inflation Adjusted,12635.938235946725,1062.666963458691,5772.85004994381,5800.421222544226
2007,Iowa,Total - Inflation Adjusted,6309853931.134621,492312441.49658024,2872850471.4911423,2944691018.146899
2007,Iowa,Per Student - Inflation Adjusted,13060.582643781356,1019.0225340254369,5946.432475319922,6095.127634435996
2008,Iowa,Total - Inflation Adjusted,6438678254.7381935,476403785.4006443,2995999292.374482,2966275176.963067
2008,Iowa,Per Student - Inflation Adjusted,13272.50968001833,982.0491873854423,6175.863452717257,6114.597039915629
2009,Iowa,Total - Inflation Adjusted,6624824827.348393,516756673.9794084,3050800317.2586036,3057267836.1103806
2009,Iowa,Per Student - Inflation Adjusted,13587.734528225043,1059.8892226534435,6257.300517564142,6270.556773772565
2010,Iowa,Total - Inflation Adjusted,6567663133.945347,864487381.6281788,2632399393.0920796,3070776359.2250886
2010,Iowa,Per Student - Inflation Adjusted,13369.151529134831,1759.7485537680072,5358.518318981939,6250.884656384884
2011,Iowa,Total - Inflation Adjusted,6839484861.891945,694429732.9631639,2953456132.0928206,3191598996.8359604
2011,Iowa,Per Student - Inflation Adjusted,13859.336548681713,1407.170806892532,5984.796563164942,6467.369178624238
2012,Iowa,Total - Inflation Adjusted,6818968429.528659,579147044.9652498,3031187159.4866695,3208634225.0767393
2012,Iowa,Per Student - Inflation Adjusted,13751.528577894866,1167.9358753216272,6112.867064701267,6470.714331838445
2013,Iowa,Total - Inflation Adjusted,6704547151.169957,510492384.68601274,3467251441.4283104,2726803325.055634
2013,Iowa,Per Student - Inflation Adjusted,13422.812481517703,1022.0254741629487,6941.601023225482,5459.185984129273
2014,Iowa,Total - Inflation Adjusted,6782400483.247087,498788722.37211096,3555035365.9798965,2728576394.8950796
2014,Iowa,Per Student - Inflation Adjusted,13517.140874519657,994.0718025843762,7085.086736304676,5437.982335630603
2015,Iowa,Total - Inflation Adjusted,7014661200.724331,498366017.98973376,3762063003.350008,2754232179.384589
2015,Iowa,Per Student - Inflation Adjusted,13881.866143591826,986.2593892158384,7445.047414062798,5450.570210820523
2016,Iowa,Total - Inflation Adjusted,7175720410.883048,501982405.3514032,3869339540.3620825,2804398465.1695623
2016,Iowa,Per Student - Inflation Adjusted,14125.044869329791,988.1295126034694,7616.601286156936,5520.314070569384
2017,Iowa,Total - Inflation Adjusted,7313331359.426855,506930069.20369816,3956847406.244101,2849553883.979056
2017,Iowa,Per Student - Inflation Adjusted,14344.619676128152,994.3066807317452,7761.09218227437,5589.210211594344
2018,Iowa,Total - Inflation Adjusted,7309690214.661379,508251879.10744905,3891371718.872855,2910066616.681074
2018,Iowa,Per Student - Inflation Adjusted,14280.920488229023,992.9716297507572,7602.5592489567025,5685.389609521564
2019,Iowa,Total - Inflation Adjusted,7382644196.975169,509824153.56942874,3897015585.6182156,2975804457.787525
2019,Iowa,Per Student - Inflation Adjusted,14339.883663037719,990.2738994766564,7569.476847895389,5780.132915665673
2020,Iowa,Total - Inflation Adjusted,7402943000,509936000,3930905000,2962102000
2020,Iowa,Per Student - Inflation Adjusted,14310.07,985.72,7598.54,5725.82
2002,Kansas,Total - Inflation Adjusted,5509270435.479555,407683207.97657937,3295197514.7324233,1806389712.7705534
2002,Kansas,Per Student - Inflation Adjusted,11717.515073233391,867.0934006983921,7008.470708805711,3841.965403733963
2003,Kansas,Total - Inflation Adjusted,5744016164.484643,439618858.7799882,3387595106.447284,1916802199.2573698
2003,Kansas,Per Student - Inflation Adjusted,12225.634986760217,935.6905480782224,7210.197447918136,4079.746990763856
2004,Kansas,Total - Inflation Adjusted,6049989264.810369,469387698.6243473,3110454158.904393,2470147407.281627
2004,Kansas,Per Student - Inflation Adjusted,12882.677505943253,999.5034243450503,6623.308565100668,5259.865516497535
2005,Kansas,Total - Inflation Adjusted,5666451778.608502,478933958.93974954,3167420775.847678,2020097043.8210745
2005,Kansas,Per Student - Inflation Adjusted,12095.3757068988,1022.3136010041732,6761.039294092332,4312.009391210224
2006,Kansas,Total - Inflation Adjusted,6009416400.966041,440631824.474405,3415045358.4781885,2153739218.0134473
2006,Kansas,Per Student - Inflation Adjusted,12897.786783232472,945.7093250918258,7329.586736291275,4622.490721849371
2007,Kansas,Total - Inflation Adjusted,6347792183.183742,436671184.3632417,3647780769.8751173,2263340228.9453826
2007,Kansas,Per Student - Inflation Adjusted,13535.494587934563,931.118826330642,7778.217682069157,4826.1580795347645
2008,Kansas,Total - Inflation Adjusted,6534520509.194128,418325267.8733394,3814777925.715925,2301417315.6048636
2008,Kansas,Per Student - Inflation Adjusted,13978.841779362163,894.895557907069,8160.6837544523905,4923.262467002702
2009,Kansas,Total - Inflation Adjusted,6727802925.41884,454032768.0210689,3945096606.345735,2328673551.052037
2009,Kansas,Per Student - Inflation Adjusted,14309.601203328788,965.6930946769495,8390.970464630127,4952.937644021711
2010,Kansas,Total - Inflation Adjusted,6471255285.986008,799601067.4704591,3395702864.8580008,2275951353.657548
2010,Kansas,Per Student - Inflation Adjusted,13727.557943852618,1696.2022430616778,7203.355311572074,4828.012258159974
2011,Kansas,Total - Inflation Adjusted,6444318815.132649,712366328.0420464,3427615586.001036,2304336901.089567
2011,Kansas,Per Student - Inflation Adjusted,13350.787758672672,1475.823787927004,7101.038870328753,4773.925100416916
2012,Kansas,Total - Inflation Adjusted,6345079426.088808,463605035.3444354,3587636211.544757,2293838179.1996164
2012,Kansas,Per Student - Inflation Adjusted,13066.710821180513,954.7266950848921,7388.1876464545685,4723.807785674577
2013,Kansas,Total - Inflation Adjusted,6299581787.53791,467894647.56010884,3551113790.6327715,2280573349.345031
2013,Kansas,Per Student - Inflation Adjusted,12893.38727505836,957.6374245450456,7268.088795454821,4667.661055058494
2014,Kansas,Total - Inflation Adjusted,6363537555.5643015,459187665.9811735,3574629518.9264174,2329720370.656711
2014,Kansas,Per Student - Inflation Adjusted,12828.832889050123,925.7216339275453,7206.415675765673,4696.695579356906
2015,Kansas,Total - Inflation Adjusted,6511646953.799442,516645863.1191905,4313209682.639435,1681791408.0408173
2015,Kansas,Per Student - Inflation Adjusted,13104.016120944698,1039.69880325985,8679.882694439013,3384.4346232458374
2016,Kansas,Total - Inflation Adjusted,6552478756.788155,490179363.3283704,4264987659.8062563,1797311733.6535275
2016,Kansas,Per Student - Inflation Adjusted,13222.776278158282,989.1769920876727,8606.663776365276,3626.935509705334
2017,Kansas,Total - Inflation Adjusted,6658169669.876855,569369886.8529509,4258098296.8425417,1830701486.1813626
2017,Kansas,Per Student - Inflation Adjusted,13476.386362713063,1152.4284662621803,8618.554343554099,3705.403552896786
2018,Kansas,Total - Inflation Adjusted,6905520516.719964,544902111.613197,4502785064.920214,1857833340.1865542
2018,Kansas,Per Student - Inflation Adjusted,13899.777977503863,1096.8111902761236,9063.436189480175,3739.5409661510125
2019,Kansas,Total - Inflation Adjusted,6981360897.447905,587820337.2011948,4482699583.792104,1910840976.4546065
2019,Kansas,Per Student - Inflation Adjusted,14033.756337370116,1181.6199856314574,9011.013002583797,3841.123349154863
2020,Kansas,Total - Inflation Adjusted,7254188000,521925000,4856838000,1875425000
2020,Kansas,Per Student - Inflation Adjusted,14588.47,1049.61,9767.3,3771.56
2002,Kentucky,Total - Inflation Adjusted,6670762319.481616,702110571.2895956,3962166890.6459923,2006484857.5460267
2002,Kentucky,Per Student - Inflation Adjusted,10194.282300127355,1072.9645473436922,6054.99720014406,3066.3205526396023
2003,Kentucky,Total - Inflation Adjusted,6881210934.419712,711713137.6583748,4103456444.886557,2066041351.8747807
2003,Kentucky,Per Student - Inflation Adjusted,10413.735924962019,1077.076941860404,6209.9950307473355,3126.663952354279
2004,Kentucky,Total - Inflation Adjusted,7096915292.605007,839398743.2103878,4103449330.311368,2154067219.083252
2004,Kentucky,Per Student - Inflation Adjusted,10689.957512773017,1264.3677537705398,6180.960252089903,3244.629506912574
2005,Kentucky,Total - Inflation Adjusted,7304728951.833593,867258790.5125195,4189241841.122848,2248228320.198226
2005,Kentucky,Per Student - Inflation Adjusted,10825.08982619979,1285.2095790818987,6208.164583137716,3331.715663980177
2006,Kentucky,Total - Inflation Adjusted,7758860323.948164,879705334.5499591,4447448692.424923,2431706296.9732823
2006,Kentucky,Per Student - Inflation Adjusted,11416.456995305749,1294.4096524828196,6544.015230294639,3578.0321125282894
2007,Kentucky,Total - Inflation Adjusted,7845896226.390412,854042374.8603706,4483522686.863094,2508331164.6669474
2007,Kentucky,Per Student - Inflation Adjusted,12138.589467632966,1321.3159985571647,6936.5781245835615,3880.7079489814414
2008,Kentucky,Total - Inflation Adjusted,8064329832.474347,847374892.5521058,4668777758.085164,2548177181.8370776
2008,Kentucky,Per Student - Inflation Adjusted,12108.253378821732,1272.3020083591578,7009.978742736815,3825.984781348614
2009,Kentucky,Total - Inflation Adjusted,8036735971.196599,862971491.9797933,4639018470.102336,2534746009.11447
2009,Kentucky,Per Student - Inflation Adjusted,11997.66697182529,1288.289962533845,6925.375078867338,3784.0019304241073
2010,Kentucky,Total - Inflation Adjusted,8166562610.887944,1258006871.7276616,4346694649.982806,2561861089.1774764
2010,Kentucky,Per Student - Inflation Adjusted,12011.404010783966,1850.284836559916,6393.133915595821,3767.9971275693388
2011,Kentucky,Total - Inflation Adjusted,8266889619.085636,1355472167.7416027,4310916082.367173,2600501368.9768605
2011,Kentucky,Per Student - Inflation Adjusted,12284.402947822084,2014.2009539983171,6405.920163560327,3864.281830263438
2012,Kentucky,Total - Inflation Adjusted,8130381262.107591,1111645395.6014738,4433062958.118639,2585672908.387478
2012,Kentucky,Per Student - Inflation Adjusted,11924.405723862737,1630.3865646430395,6501.738087834289,3792.2697653518835
2013,Kentucky,Total - Inflation Adjusted,8022117219.857769,964803388.6235707,4403895760.035943,2653418071.198255
2013,Kentucky,Per Student - Inflation Adjusted,11710.96428685848,1408.453839638724,6428.964964568422,3873.556601292262
2014,Kentucky,Total - Inflation Adjusted,7914266357.223103,904046211.2290361,4343046135.512726,2667174010.481341
2014,Kentucky,Per Student - Inflation Adjusted,11523.577866261823,1316.3346913259768,6323.698921300571,3883.544253635276
2015,Kentucky,Total - Inflation Adjusted,8204806738.408044,922865851.6079334,4540342411.036748,2741598475.7633624
2015,Kentucky,Per Student - Inflation Adjusted,11917.35892906382,1340.4531296137272,6594.778071570024,3982.1277278800676
2016,Kentucky,Total - Inflation Adjusted,8363434720.630247,950610309.3053678,4610097593.827015,2802726817.4978647
2016,Kentucky,Per Student - Inflation Adjusted,12183.784617404324,1384.8434694197142,6715.952508620794,4082.9886393638158
2017,Kentucky,Total - Inflation Adjusted,8394044731.4618025,965863842.0861131,4590962943.019378,2837217946.3563128
2017,Kentucky,Per Student - Inflation Adjusted,12274.43816060022,1412.3673237493235,6713.268989751969,4148.801847098926
2018,Kentucky,Total - Inflation Adjusted,8785860550.269714,947492701.7095773,4926598740.033006,2911769108.5271316
2018,Kentucky,Per Student - Inflation Adjusted,12905.085192780843,1391.7196895295438,7236.41981801988,4276.945685231419
2019,Kentucky,Total - Inflation Adjusted,8841825719.663733,969572845.4117671,4890393932.107449,2981858942.144515
2019,Kentucky,Per Student - Inflation Adjusted,13047.718545237194,1430.7782705708712,7216.660914669525,4400.269201465999
2020,Kentucky,Total - Inflation Adjusted,8796565000,993783000,4745415000,3057367000
2020,Kentucky,Per Student - Inflation Adjusted,12715.18,1436.48,6859.36,4419.34
2002,Louisiana,Total - Inflation Adjusted,7548564427.646666,964140340.1147537,3662145469.5220485,2922278618.0098634
2002,Louisiana,Per Student - Inflation Adjusted,10411.431090423492,1329.7944704855388,5051.041435140122,4030.580744793156
2003,Louisiana,Total - Inflation Adjusted,7737526169.19042,1044224774.0956066,3728555734.938253,2964745660.156561
2003,Louisiana,Per Student - Inflation Adjusted,10698.24654868459,1443.7886287412402,5155.269770206349,4099.188149737002
2004,Louisiana,Total - Inflation Adjusted,7895192328.052243,1086506379.9872844,3788994822.9658337,3019691125.0991254
2004,Louisiana,Per Student - Inflation Adjusted,10944.053088930112,1506.077190096463,5252.179474370157,4185.796424463492
2005,Louisiana,Total - Inflation Adjusted,8015000366.596243,1133556888.6802294,3741046406.2623887,3140397071.653625
2005,Louisiana,Per Student - Inflation Adjusted,11168.791189136671,1579.5902661580594,5213.094784037558,4376.092718348983
2006,Louisiana,Total - Inflation Adjusted,8766053881.221704,1651312791.684528,3639474962.0869637,3475266127.450212
2006,Louisiana,Per Student - Inflation Adjusted,13521.332387957718,2547.0875160437163,5613.759728494321,5360.472211349981
2007,Louisiana,Total - Inflation Adjusted,8850721063.77871,1555401530.2211528,3669480658.485292,3625838875.0722637
2007,Louisiana,Per Student - Inflation Adjusted,13363.569355219193,2348.481032607098,5540.492296080092,5474.596026532002
2008,Louisiana,Total - Inflation Adjusted,9351266018.11072,1568004513.820128,4103738816.580374,3679522687.7102184
2008,Louisiana,Per Student - Inflation Adjusted,14105.093613558416,2365.11931442622,6189.925194358099,5550.049104774096
2009,Louisiana,Total - Inflation Adjusted,9506748111.401346,1484148151.57203,4277603304.7931595,3744996655.0361567
2009,Louisiana,Per Student - Inflation Adjusted,14343.88049153502,2239.300494954629,6454.094794857189,5650.4852017232015
2010,Louisiana,Total - Inflation Adjusted,9541419207.849789,1839181442.1509187,3973772520.2867165,3728465245.412153
2010,Louisiana,Per Student - Inflation Adjusted,14373.89300097325,2770.673743925065,5986.385303734427,5616.833953313758
2011,Louisiana,Total - Inflation Adjusted,9288545831.528059,1742524151.3754134,3804859003.366691,3741162676.7859535
2011,Louisiana,Per Student - Inflation Adjusted,13965.452480377307,2619.9043610061312,5720.658902958403,5624.889216412774
2012,Louisiana,Total - Inflation Adjusted,9553519187.388899,1727261182.3087754,4057222138.624542,3769035866.45558
2012,Louisiana,Per Student - Inflation Adjusted,14355.869987969862,2595.514810572019,6096.699436758827,5663.655740639014
2013,Louisiana,Total - Inflation Adjusted,8988611753.76659,1366756712.428042,3747425626.7333856,3874429414.605162
2013,Louisiana,Per Student - Inflation Adjusted,13392.725439164737,2036.4235606488326,5583.536864275469,5772.765014240432
2014,Louisiana,Total - Inflation Adjusted,9112287267.897646,1392626748.8733513,3782978744.393354,3936681774.6309395
2014,Louisiana,Per Student - Inflation Adjusted,13693.605397731382,2092.787352088821,5684.920995578516,5915.897050064045
2015,Louisiana,Total - Inflation Adjusted,9166932514.296156,1343138144.9247262,3783333325.046492,4040461044.3249364
2015,Louisiana,Per Student - Inflation Adjusted,13867.962764714226,2031.9369715082769,5723.517779419197,6112.508013786752
2016,Louisiana,Total - Inflation Adjusted,9056411511.479156,1103055290.0326793,3758348830.191055,4195007391.2554226
2016,Louisiana,Per Student - Inflation Adjusted,13710.17820103988,1669.8766754562653,5689.627790495396,6350.673735088217
2017,Louisiana,Total - Inflation Adjusted,8912372503.087477,1108578427.42135,3693898775.0451183,4109895300.6210084
2017,Louisiana,Per Student - Inflation Adjusted,13580.60998145592,1689.2474224887387,5628.743308358876,6262.629852135999
2018,Louisiana,Total - Inflation Adjusted,8772598325.42019,1050511084.6819125,3597251218.281435,4124836022.456842
2018,Louisiana,Per Student - Inflation Adjusted,13600.970958554233,1628.699918722532,5577.153845934514,6395.1171938971875
2019,Louisiana,Total - Inflation Adjusted,8902476211.953955,1056238319.228525,3683388793.859076,4162849098.8663526
2019,Louisiana,Per Student - Inflation Adjusted,13945.488863246152,1654.5707041018895,5769.923592211352,6520.984408402107
2020,Louisiana,Total - Inflation Adjusted,8769179000,1000268000,3648629000,4120282000
2020,Louisiana,Per Student - Inflation Adjusted,13752.79,1568.73,5722.18,6461.88
2002,Maine,Total - Inflation Adjusted,2830386760.262322,204366498.1582102,1232831283.0962896,1393188979.0078223
2002,Maine,Per Student - Inflation Adjusted,13520.725096974606,976.2598360381178,5889.211506475357,6655.239314456457
2003,Maine,Total - Inflation Adjusted,2934200717.1448994,231027656.29746413,1235146562.7614028,1468026498.0860324
2003,Maine,Per Student - Inflation Adjusted,14102.060046400245,1110.3360176037095,5936.236385206857,7055.473514840423
2004,Maine,Total - Inflation Adjusted,2953491631.3228836,263282884.78633103,1203122715.926767,1487086030.6097858
2004,Maine,Per Student - Inflation Adjusted,14699.693806779149,1310.373416000604,5988.007417532441,7401.312973246104
2005,Maine,Total - Inflation Adjusted,2995093663.36072,265259344.34141886,1201941515.5777254,1527892803.4415755
2005,Maine,Per Student - Inflation Adjusted,15109.64068603286,1338.1806559859153,6063.557703573292,7707.915747065728
2006,Maine,Total - Inflation Adjusted,2955329678.7474837,260512664.48573485,1225775278.9639716,1469041735.297777
2006,Maine,Per Student - Inflation Adjusted,15142.03109104142,1334.7706420165423,6280.420853599393,7526.826663355784
2007,Maine,Total - Inflation Adjusted,3075443686.8839164,249696191.5406737,1363668342.7248275,1462079152.618415
2007,Maine,Per Student - Inflation Adjusted,15890.56776839431,1290.157701249804,7045.959881878576,7554.437580776729
2008,Maine,Total - Inflation Adjusted,3065699104.0737605,236891124.47563347,1363637699.4612253,1465170280.1369019
2008,Maine,Per Student - Inflation Adjusted,15725.56045578551,1215.14352008182,6994.811021416356,7515.618067910186
2009,Maine,Total - Inflation Adjusted,3058756468.1366796,293726755.44348675,1327006380.9827156,1438023331.7104774
2009,Maine,Per Student - Inflation Adjusted,16379.59078038089,1572.9039407664236,7106.096445151798,7700.590394462667
2010,Maine,Total - Inflation Adjusted,3167327821.371866,380894497.4401022,1286489956.6049588,1499943367.326805
2010,Maine,Per Student - Inflation Adjusted,16787.928802406015,2018.8712760953476,6818.837226410896,7950.22029989977
2011,Maine,Total - Inflation Adjusted,3022119587.391224,336677756.96664536,1214177838.729022,1471263991.6955569
2011,Maine,Per Student - Inflation Adjusted,16175.335960755283,1802.0040048202313,6498.6639516369005,7874.668004298153
2012,Maine,Total - Inflation Adjusted,2889515775.7834964,271324453.76801497,1144539169.542547,1473652152.4729345
2012,Maine,Per Student - Inflation Adjusted,15431.571241784897,1449.0151748160322,6112.4600474943245,7870.09601947454
2013,Maine,Total - Inflation Adjusted,2876280109.9724298,218443490.869123,1144292720.9991136,1513543898.1041934
2013,Maine,Per Student - Inflation Adjusted,15574.236145291725,1182.812140632383,6196.018318471948,8195.405686187394
2014,Maine,Total - Inflation Adjusted,2857426808.946376,200310991.63258702,1130169983.999251,1526945833.3145378
2014,Maine,Per Student - Inflation Adjusted,15989.275494555062,1120.874886579797,6324.08211141798,8544.318496557285
2015,Maine,Total - Inflation Adjusted,2902812447.6995516,199890149.9726391,1153279299.118038,1549642998.6088748
2015,Maine,Per Student - Inflation Adjusted,16476.77581931599,1134.6092027753632,6546.1760332887425,8795.990583251885
2016,Maine,Total - Inflation Adjusted,2989934078.715885,200644155.261259,1160478763.2821572,1628811160.1724691
2016,Maine,Per Student - Inflation Adjusted,16621.9227957009,1115.4360655856594,6451.436941965544,9055.038989392124
2017,Maine,Total - Inflation Adjusted,2934903602.9713373,195472027.74312544,1125341563.0083916,1614090012.2198203
2017,Maine,Per Student - Inflation Adjusted,16468.2434927529,1096.8234535161441,6314.481924078966,9056.927513630097
2018,Maine,Total - Inflation Adjusted,2995549955.7432246,194179459.76226312,1151786539.0347457,1649583956.9462159
2018,Maine,Per Student - Inflation Adjusted,16718.57361231847,1083.747001932443,6428.275348121862,9206.551262264162
2019,Maine,Total - Inflation Adjusted,3060297021.866095,187529526.13312116,1191243161.858599,1681524333.8743749
2019,Maine,Per Student - Inflation Adjusted,17232.17991838122,1055.9589596315163,6707.748997165963,9468.471961583744
2020,Maine,Total - Inflation Adjusted,3118484000,177918000,1233140000,1707426000
2020,Maine,Per Student - Inflation Adjusted,17583.78,1003.2,6953.14,9627.44
2002,Maryland,Total - Inflation Adjusted,12165562426.276787,761437330.4950536,4525172564.904083,6878952530.87765
2002,Maryland,Per Student - Inflation Adjusted,14135.479415984943,884.739086410713,5257.908942107968,7992.83138746626
2003,Maryland,Total - Inflation Adjusted,12284233974.290104,806904172.8805265,4687075516.06067,6790254285.3489065
2003,Maryland,Per Student - Inflation Adjusted,14172.873337659992,930.9574170782191,5407.694004373678,7834.221916208096
2004,Maryland,Total - Inflation Adjusted,12602362296.507385,803913005.5467536,4750835258.505052,7047614032.455578
2004,Maryland,Per Student - Inflation Adjusted,14500.257602153808,924.9792281063859,5466.296572411462,8108.967977819184
2005,Maryland,Total - Inflation Adjusted,13284696497.693008,900519043.8419404,5004890402.767344,7379287051.083724
2005,Maryland,Per Student - Inflation Adjusted,15388.547430451224,1043.1289393062075,5797.494465766823,8547.910604786124
2006,Maryland,Total - Inflation Adjusted,13824077312.462767,857763491.889957,5417675928.460993,7548637892.111817
2006,Maryland,Per Student - Inflation Adjusted,16074.110014669437,997.3729435433547,6299.469792267503,8777.26727885858
2007,Maryland,Total - Inflation Adjusted,14706736496.256954,834010060.1716213,5904985133.476963,7967741302.608371
2007,Maryland,Per Student - Inflation Adjusted,17268.730013252527,979.2931840607117,6933.666487577898,9355.757737124715
2008,Maryland,Total - Inflation Adjusted,15910771945.165905,852692102.5502635,6683673414.932162,8374406427.68348
2008,Maryland,Per Student - Inflation Adjusted,18813.735254601197,1008.2645518792161,7903.12417895306,9902.334370146065
2009,Maryland,Total - Inflation Adjusted,15751036882.365248,832826094.1589916,6828598415.66329,8089612372.542967
2009,Maryland,Per Student - Inflation Adjusted,18667.205894482133,987.0157708024341,8092.860514886985,9587.341594557824
2010,Maryland,Total - Inflation Adjusted,15811584959.068895,1192232760.7748663,6581001449.965476,8038350748.328553
2010,Maryland,Per Student - Inflation Adjusted,18640.195752131407,1405.5200063211641,7758.311391081944,9476.376223669407
2011,Maryland,Total - Inflation Adjusted,15640494440.664352,1461699824.9191322,6410644056.593364,7768150559.151855
2011,Maryland,Per Student - Inflation Adjusted,18358.009631053825,1715.67279388385,7524.4900849311025,9117.858390309906
2012,Maryland,Total - Inflation Adjusted,15543751967.638376,971906213.0279251,6761619705.070455,7810226049.539997
2012,Maryland,Per Student - Inflation Adjusted,18205.845748439377,1138.359291617136,7919.650364419795,9147.847398435972
2013,Maryland,Total - Inflation Adjusted,15355165563.074224,921103794.1816361,6775312853.224544,7658748915.668046
2013,Maryland,Per Student - Inflation Adjusted,17870.391158034185,1071.9815278554436,7885.1288924320515,8913.269619105766
2014,Maryland,Total - Inflation Adjusted,15303984857.552904,893416517.3720896,6773417412.066095,7637150928.114719
2014,Maryland,Per Student - Inflation Adjusted,17676.768133604124,1031.9309861844595,7823.592627154888,8821.244520264776
2015,Maryland,Total - Inflation Adjusted,15748725764.858128,890470652.7079012,6813225264.609084,8045029847.541142
2015,Maryland,Per Student - Inflation Adjusted,18016.909298110848,1018.7187241091293,7794.490742756612,9203.699831245109
2016,Maryland,Total - Inflation Adjusted,15556184772.199776,889384593.5158079,6840960006.116521,7825840172.567447
2016,Maryland,Per Student - Inflation Adjusted,17693.645490646813,1011.5844140435676,7780.925980086022,8901.135096517224
2017,Maryland,Total - Inflation Adjusted,15810256496.072903,903107038.7588611,6890802172.486979,8016347284.827063
2017,Maryland,Per Student - Inflation Adjusted,17848.159540236134,1019.5171135839996,7779.008764074333,9049.633662577802
2018,Maryland,Total - Inflation Adjusted,16467121165.593645,881245861.5633242,6908473438.021774,8677401866.008547
