Year,State,Format,Total Salary,Total Benefits
2005,Indiana,Percent,0.6636002673796791,0.33639973262032086
2006,Indiana,Total - Inflation Adjusted,6632189961.130198,3239835212.147641
2006,Indiana,Per Student - Inflation Adjusted,6462.931153275594,3157.144972071855
2006,Indiana,Percent,0.6718170489573098,0.32818295104269024
2007,Indiana,Total - Inflation Adjusted,6643056124.08751,3304705480.530297
2007,Indiana,Per Student - Inflation Adjusted,6420.361269315375,3193.9271458317
2007,Indiana,Percent,0.6677937037129293,0.3322062962870706
2008,Indiana,Total - Inflation Adjusted,6580751675.164395,3176225365.660607
2008,Indiana,Per Student - Inflation Adjusted,6368.206687987755,3073.6390658835808
2008,Indiana,Percent,0.674466291230893,0.325533708769107
2009,Indiana,Total - Inflation Adjusted,6689593504.834,3162001848.769015
2009,Indiana,Per Student - Inflation Adjusted,6505.381883750359,3074.9360524547187
2009,Indiana,Percent,0.679036116240548,0.3209638837594519
2010,Indiana,Total - Inflation Adjusted,6765532624.988932,3282934868.471765
2010,Indiana,Per Student - Inflation Adjusted,6593.434165778865,3199.4273726055735
2010,Indiana,Percent,0.6732898387192562,0.3267101612807439
2011,Indiana,Total - Inflation Adjusted,6368922735.740596,3209939432.9797516
2011,Indiana,Per Student - Inflation Adjusted,6224.3895315590225,3137.1002377940513
2011,Indiana,Percent,0.664893054942596,0.3351069450574041
2012,Indiana,Total - Inflation Adjusted,6111405194.566331,3320419239.7568035
2012,Indiana,Per Student - Inflation Adjusted,6071.17041305671,3298.5578933305787
2012,Indiana,Percent,0.6479558653710404,0.3520441346289594
2013,Indiana,Total - Inflation Adjusted,5933000196.119803,3175528323.790631
2013,Indiana,Per Student - Inflation Adjusted,5916.595753293651,3166.7445974569846
2013,Indiana,Percent,0.6513678365916027,0.3486321634083973
2014,Indiana,Total - Inflation Adjusted,5844196704.952146,3115962991.504921
2014,Indiana,Per Student - Inflation Adjusted,5802.877862006306,3093.931749411674
2014,Indiana,Percent,0.6522425583390044,0.34775744166099576
2015,Indiana,Total - Inflation Adjusted,5825714679.999335,3153411340.274409
2015,Indiana,Per Student - Inflation Adjusted,5801.263647857513,3140.174323496258
2015,Indiana,Percent,0.6488065640496947,0.3511934359503052
2016,Indiana,Total - Inflation Adjusted,5884403900.893603,3170283049.0017667
2016,Indiana,Per Student - Inflation Adjusted,5868.58480093062,3161.7574299009575
2016,Indiana,Percent,0.6498740192696106,0.35012598073038925
2017,Indiana,Total - Inflation Adjusted,5917108042.047343,3103820924.1508265
2017,Indiana,Per Student - Inflation Adjusted,5904.499645162909,3097.204510718071
2017,Indiana,Percent,0.6559313151060835,0.34406868489391645
2018,Indiana,Total - Inflation Adjusted,5857273891.350956,3164903310.2911153
2018,Indiana,Per Student - Inflation Adjusted,5841.278555352706,3156.256061816013
2018,Indiana,Percent,0.6492087892839693,0.35079121071603075
2019,Indiana,Total - Inflation Adjusted,5813090237.141146,3150185797.505794
2019,Indiana,Per Student - Inflation Adjusted,5803.406109729203,3144.9389163474298
2019,Indiana,Percent,0.6485451882797689,0.35145481172023113
2020,Indiana,Total - Inflation Adjusted,5899826000,3244869000
2020,Indiana,Per Student - Inflation Adjusted,5912.43,3251.8
2020,Indiana,Percent,0.6451638599205826,0.3548361400794175
2002,Iowa,Total - Inflation Adjusted,3482641771.4125075,930499461.2244152
2002,Iowa,Per Student - Inflation Adjusted,7166.935320104409,1914.8745798896396
2002,Iowa,Percent,0.7891527568870501,0.2108472431129498
2003,Iowa,Total - Inflation Adjusted,3430427822.684924,974194215.5445161
2003,Iowa,Per Student - Inflation Adjusted,7114.41865672703,2020.3970145356466
2003,Iowa,Percent,0.7788245447697826,0.22117545523021742
2004,Iowa,Total - Inflation Adjusted,3431197120.501266,1023784958.5118495
2004,Iowa,Per Student - Inflation Adjusted,7130.5044026069945,2127.5683447056044
2004,Iowa,Percent,0.770193170568552,0.2298068294314481
2005,Iowa,Total - Inflation Adjusted,3434411376.566249,1048278420.4838288
2005,Iowa,Per Student - Inflation Adjusted,7180.5267404538345,2191.7034705138235
2005,Iowa,Percent,0.7661492066265051,0.2338507933734948
2006,Iowa,Total - Inflation Adjusted,3367816146.7267923,1017583182.0705258
2006,Iowa,Per Student - Inflation Adjusted,6965.7558873512735,2104.6943436761703
2006,Iowa,Percent,0.7679614252800147,0.2320385747199854
2007,Iowa,Total - Inflation Adjusted,3447088311.4540052,1049666568.1733557
2007,Iowa,Per Student - Inflation Adjusted,7135.023202579955,2172.673617217508
2007,Iowa,Percent,0.7665723691605174,0.2334276308394825
2008,Iowa,Total - Inflation Adjusted,3529922528.6511965,1076475544.77901
2008,Iowa,Per Student - Inflation Adjusted,7276.483384655902,2219.0206141111275
2008,Iowa,Percent,0.7663082850158072,0.23369171498419278
2009,Iowa,Total - Inflation Adjusted,3684790958.326813,1115727306.5577693
2009,Iowa,Per Student - Inflation Adjusted,7557.6361740305965,2288.394188833204
2009,Iowa,Percent,0.7675820503799863,0.23241794962001372
2010,Iowa,Total - Inflation Adjusted,3696635119.141657,1141729229.4550118
2010,Iowa,Per Student - Inflation Adjusted,7524.884926259123,2324.1048346374973
2010,Iowa,Percent,0.7640260685552872,0.2359739314447128
2011,Iowa,Total - Inflation Adjusted,3598192465.544357,1153745991.073555
2011,Iowa,Per Student - Inflation Adjusted,7291.274779464112,2337.91389983216
2011,Iowa,Percent,0.7572055156776696,0.2427944843223304
2012,Iowa,Total - Inflation Adjusted,3561216272.4007754,1180704909.5860972
2012,Iowa,Per Student - Inflation Adjusted,7181.750780300016,2381.0732726809297
2012,Iowa,Percent,0.7510073112828322,0.2489926887171678
2013,Iowa,Total - Inflation Adjusted,3616114477.365844,1205599795.2156835
2013,Iowa,Per Student - Inflation Adjusted,7239.625074677437,2413.6679287175302
2013,Iowa,Percent,0.7499642942704974,0.25003570572950257
2014,Iowa,Total - Inflation Adjusted,3668224252.5182023,1236436267.3593233
2014,Iowa,Per Student - Inflation Adjusted,7310.676232568332,2464.18616217142
2014,Iowa,Percent,0.7479057952265908,0.2520942047734092
2015,Iowa,Total - Inflation Adjusted,3810071511.930962,1268080552.9496071
2015,Iowa,Per Student - Inflation Adjusted,7540.055648144299,2509.5000996168014
2015,Iowa,Percent,0.7502874592067532,0.24971254079324678
2016,Iowa,Total - Inflation Adjusted,3907049881.6691575,1290517401.9293306
2016,Iowa,Per Student - Inflation Adjusted,7690.83194568697,2540.3213280716186
2016,Iowa,Percent,0.7517072357241318,0.2482927642758682
2017,Iowa,Total - Inflation Adjusted,3960652294.532862,1312717204.0529187
2017,Iowa,Per Student - Inflation Adjusted,7768.555657769741,2574.8036321530217
2017,Iowa,Percent,0.7510669831742596,0.24893301682574043
2018,Iowa,Total - Inflation Adjusted,3960828616.726413,1330686082.636626
2018,Iowa,Per Student - Inflation Adjusted,7738.260913275823,2599.7527435855586
2018,Iowa,Percent,0.7485249265597467,0.2514750734402534
2019,Iowa,Total - Inflation Adjusted,3948714380.567197,1341164791.1158607
2019,Iowa,Per Student - Inflation Adjusted,7669.893924856538,2605.0434799028976
2019,Iowa,Percent,0.7464662433178211,0.2535337566821789
2020,Iowa,Total - Inflation Adjusted,3958120000,1343086000
2020,Iowa,Per Student - Inflation Adjusted,7651.14,2596.22
2020,Iowa,Percent,0.746644989538769,0.25335501046123093
2002,Kansas,Total - Inflation Adjusted,3070342093.9414697,641297935.6031247
2002,Kansas,Per Student - Inflation Adjusted,6530.232193988729,1363.959521545564
2002,Kansas,Percent,0.827219863578744,0.172780136421256
2003,Kansas,Total - Inflation Adjusted,3065020219.360209,657140843.6658018
2003,Kansas,Per Student - Inflation Adjusted,6523.625006681869,1398.6614036247931
2003,Kansas,Percent,0.8234523051571103,0.17654769484288976
2004,Kansas,Total - Inflation Adjusted,3026163436.113583,703738717.2804797
2004,Kansas,Per Student - Inflation Adjusted,6443.833951899669,1498.5155623200671
2004,Kansas,Percent,0.8113259105964588,0.18867408940354127
2005,Kansas,Total - Inflation Adjusted,3019281596.450183,681811707.2170057
2005,Kansas,Per Student - Inflation Adjusted,6444.836724308816,1455.3692659494002
2005,Kansas,Percent,0.8157808457470573,0.1842191542529427
2006,Kansas,Total - Inflation Adjusted,3131085558.4193707,733741063.845978
2006,Kansas,Per Student - Inflation Adjusted,6720.137087539037,1574.8027877183758
2006,Kansas,Percent,0.8101489810172366,0.18985101898276338
2007,Kansas,Total - Inflation Adjusted,3286679800.5225067,802002220.2920455
2007,Kansas,Per Student - Inflation Adjusted,7008.234645696969,1710.1266769714666
2007,Kansas,Percent,0.8038476941159802,0.19615230588401983
2008,Kansas,Total - Inflation Adjusted,3342060334.126575,848219569.3403846
2008,Kansas,Per Student - Inflation Adjusted,7149.429411351354,1814.535891942707
2008,Kansas,Percent,0.7975744181789833,0.20242558182101675
2009,Kansas,Total - Inflation Adjusted,3437250150.1469254,903442626.4403393
2009,Kansas,Per Student - Inflation Adjusted,7310.813313180623,1921.5698477312055
2009,Kansas,Percent,0.7918663237606114,0.2081336762393886
2010,Kansas,Total - Inflation Adjusted,3347278772.0207286,901961189.3967806
2010,Kansas,Per Student - Inflation Adjusted,7100.629626259545,1913.3445206807091
2010,Kansas,Percent,0.7877357434700227,0.21226425652997727
2011,Kansas,Total - Inflation Adjusted,3207431428.6717453,888425902.8498765
2011,Kansas,Per Student - Inflation Adjusted,6644.884676118525,1840.5609341586287
2011,Kansas,Percent,0.7830920120530344,0.21690798794696553
2012,Kansas,Total - Inflation Adjusted,3119163928.7673,1001586812.2408575
2012,Kansas,Per Student - Inflation Adjusted,6423.443805665481,2062.616226348968
2012,Kansas,Percent,0.7569406510715742,0.2430593489284258
2013,Kansas,Total - Inflation Adjusted,3134848552.2249217,953765913.7736844
2013,Kansas,Per Student - Inflation Adjusted,6416.111815654885,1952.0775505639751
2013,Kansas,Percent,0.7667264129509039,0.23327358704909607
2014,Kansas,Total - Inflation Adjusted,3149078281.451472,993134629.0400826
2014,Kansas,Per Student - Inflation Adjusted,6348.507744330585,2002.1464668878116
2014,Kansas,Percent,0.7602407648255753,0.2397592351744247
2015,Kansas,Total - Inflation Adjusted,3192979986.9628143,988971580.7951673
2015,Kansas,Per Student - Inflation Adjusted,6425.5460134257655,1990.2050938608074
2015,Kansas,Percent,0.7635142640877727,0.23648573591222735
2016,Kansas,Total - Inflation Adjusted,3148064605.303331,942894597.0222416
2016,Kansas,Per Student - Inflation Adjusted,6352.736297783916,1902.7410836764657
2016,Kansas,Percent,0.7695177400704266,0.2304822599295734
2017,Kansas,Total - Inflation Adjusted,3421874175.98877,1006530242.1609502
2017,Kansas,Per Student - Inflation Adjusted,6925.999244425367,2037.2531705156957
2017,Kansas,Percent,0.7727104988006643,0.22728950119933578
2018,Kansas,Total - Inflation Adjusted,3513819786.2615185,1165177332.0870185
2018,Kansas,Per Student - Inflation Adjusted,7072.796043217003,2345.322491390654
2018,Kansas,Percent,0.750977598893816,0.249022401106184
2019,Kansas,Total - Inflation Adjusted,3615750248.2313147,1044757147.718005
2019,Kansas,Per Student - Inflation Adjusted,7268.2967267275435,2100.1441820654636
2019,Kansas,Percent,0.7758277815368066,0.22417221846319335
2020,Kansas,Total - Inflation Adjusted,3698163000,1304096000
2020,Kansas,Per Student - Inflation Adjusted,7437.16,2622.59
2020,Kansas,Percent,0.7392986903253063,0.26070130967469374
2002,Kentucky,Total - Inflation Adjusted,4121827134.3317432,1053786777.1353998
2002,Kentucky,Per Student - Inflation Adjusted,6298.989959130216,1610.407081326397
2002,Kentucky,Percent,0.7963931924154073,0.20360680758459274
2003,Kentucky,Total - Inflation Adjusted,4162011633.29376,1060728566.0989009
2003,Kentucky,Per Student - Inflation Adjusted,6298.610546066795,1605.2661039622412
2003,Kentucky,Percent,0.7969014225498643,0.20309857745013568
2004,Kentucky,Total - Inflation Adjusted,4257085847.5766053,1167824982.1712844
2004,Kentucky,Per Student - Inflation Adjusted,6412.370944917811,1759.080684728264
2004,Kentucky,Percent,0.784728495687803,0.21527150431219697
2005,Kentucky,Total - Inflation Adjusted,4280065697.9629626,1242346892.1257172
2005,Kentucky,Per Student - Inflation Adjusted,6342.759701017214,1841.0636614762648
2005,Kentucky,Percent,0.7750362416283479,0.22496375837165217
2006,Kentucky,Total - Inflation Adjusted,4352140631.94284,1412782059.2748656
2006,Kentucky,Per Student - Inflation Adjusted,6403.779866467761,2078.778475997356
2006,Kentucky,Percent,0.7549349627705311,0.2450650372294689
2007,Kentucky,Total - Inflation Adjusted,4416896617.390207,1401394839.355354
2007,Kentucky,Per Student - Inflation Adjusted,6833.4986118895495,2168.1360011047855
2007,Kentucky,Percent,0.7591397457996166,0.24086025420038343
2008,Kentucky,Total - Inflation Adjusted,4585068465.323312,1470381753.616239
2008,Kentucky,Per Student - Inflation Adjusted,6884.285975191795,2207.7177448579014
2008,Kentucky,Percent,0.75718028579449,0.24281971420551007
2009,Kentucky,Total - Inflation Adjusted,4562467785.516476,1501840339.4465818
2009,Kentucky,Per Student - Inflation Adjusted,6811.102794336494,2242.033249399042
2009,Kentucky,Percent,0.7523473370368213,0.2476526629631787
2010,Kentucky,Total - Inflation Adjusted,4625350088.695915,1598279918.216622
2010,Kentucky,Per Student - Inflation Adjusted,6802.9803210870905,2350.7506074308685
2010,Kentucky,Percent,0.7431920791873803,0.2568079208126198
2011,Kentucky,Total - Inflation Adjusted,4610364813.900496,1635513252.0172398
2011,Kentucky,Per Student - Inflation Adjusted,6850.89017150608,2430.3318219197586
2011,Kentucky,Percent,0.7381452761671649,0.26185472383283515
2012,Kentucky,Total - Inflation Adjusted,4535257064.558444,1653005415.3155189
2012,Kentucky,Per Student - Inflation Adjusted,6651.62217429088,2424.3753810862063
2012,Kentucky,Percent,0.732880560368829,0.26711943963117113
2013,Kentucky,Total - Inflation Adjusted,4447849971.355144,1649455941.0880167
2013,Kentucky,Per Student - Inflation Adjusted,6493.130641367751,2407.930709998339
2013,Kentucky,Percent,0.7294782481609587,0.2705217518390413
2014,Kentucky,Total - Inflation Adjusted,4355339969.308137,1639094632.391303
2014,Kentucky,Per Student - Inflation Adjusted,6341.59937392814,2386.606585829549
2014,Kentucky,Percent,0.7265639013523226,0.2734360986476774
2015,Kentucky,Total - Inflation Adjusted,4383985381.776487,1762190767.318871
2015,Kentucky,Per Student - Inflation Adjusted,6367.671432390307,2559.5587858805675
2015,Kentucky,Percent,0.7132863471312684,0.28671365286873174
2016,Kentucky,Total - Inflation Adjusted,4446001833.558394,1811265888.1843262
2016,Kentucky,Per Student - Inflation Adjusted,6476.900412313496,2638.633216980759
2016,Kentucky,Percent,0.7105344213199893,0.2894655786800106
2017,Kentucky,Total - Inflation Adjusted,4412722638.387292,1846547589.6230216
2017,Kentucky,Per Student - Inflation Adjusted,6452.6304314371355,2700.166697114295
2017,Kentucky,Percent,0.7049899982278273,0.29501000177217274
2018,Kentucky,Total - Inflation Adjusted,4380516704.107499,2386647837.010819
2018,Kentucky,Per Student - Inflation Adjusted,6434.309758928229,3505.6194159749966
2018,Kentucky,Percent,0.6473194774037082,0.35268052259629173
2019,Kentucky,Total - Inflation Adjusted,4346610825.925636,2356125952.143451
2019,Kentucky,Per Student - Inflation Adjusted,6414.218249690758,3476.88922730944
2019,Kentucky,Percent,0.6484833234908979,0.3515166765091021
2020,Kentucky,Total - Inflation Adjusted,4361351000,2446309000
2020,Kentucky,Per Student - Inflation Adjusted,6304.21,3536.07
2020,Kentucky,Percent,0.6406535179893255,0.3593464820106745
2002,Louisiana,Total - Inflation Adjusted,4457557243.015424,1184855811.5655086
2002,Louisiana,Per Student - Inflation Adjusted,6148.120790290342,1634.2186490347578
2002,Louisiana,Percent,0.7900093330834616,0.2099906669165385
2003,Louisiana,Total - Inflation Adjusted,4522833044.610711,1266701711.344707
2003,Louisiana,Per Student - Inflation Adjusted,6253.469192201095,1751.39975749368
2003,Louisiana,Percent,0.781208191102184,0.21879180889781596
2004,Louisiana,Total - Inflation Adjusted,4542087330.899491,1386472144.9700391
2004,Louisiana,Per Student - Inflation Adjusted,6296.0849981992715,1921.8837748975743
2004,Louisiana,Percent,0.766136398426185,0.23386360157381506
2005,Louisiana,Total - Inflation Adjusted,4532407722.436098,1518836587.9121022
2005,Louisiana,Per Student - Inflation Adjusted,6315.8379933229,2116.4810519561815
2005,Louisiana,Percent,0.74900367970053106,0.2509963202994691
2006,Louisiana,Total - Inflation Adjusted,4073554106.844375,1534357739.7316031
2006,Louisiana,Per Student - Inflation Adjusted,6283.317637212193,2366.6980757983156
2006,Louisiana,Percent,0.7263937830496008,0.2736062169503992
2007,Louisiana,Total - Inflation Adjusted,4334018319.540252,1615274114.379605
2007,Louisiana,Per Student - Inflation Adjusted,6543.8726590058395,2438.8804291638903
2007,Louisiana,Percent,0.7284929903755352,0.2715070096244649
2008,Louisiana,Total - Inflation Adjusted,4749248110.35671,1679569910.1608999
2008,Louisiana,Per Student - Inflation Adjusted,7163.588381975018,2533.398376447913
2008,Louisiana,Percent,0.7387437520993447,0.2612562479006553
2009,Louisiana,Total - Inflation Adjusted,4994788340.046081,1718143846.6044137
2009,Louisiana,Per Student - Inflation Adjusted,7536.181654488934,2592.3531919486
2009,Louisiana,Percent,0.744054472709802,0.25594552729019804
2010,Louisiana,Total - Inflation Adjusted,4978649298.053796,1798797370.0219898
2010,Louisiana,Per Student - Inflation Adjusted,7500.197528749008,2709.845420733071
2010,Louisiana,Percent,0.7345902035729897,0.2654097964270104
2011,Louisiana,Total - Inflation Adjusted,4787600997.689947,1987613780.719244
2011,Louisiana,Per Student - Inflation Adjusted,7198.216763469598,2988.400604182007
2011,Louisiana,Percent,0.7066346465832805,0.2933653534167196
2012,Louisiana,Total - Inflation Adjusted,4830540133.97179,2214456256.605589
2012,Louisiana,Per Student - Inflation Adjusted,7258.75617464684,3327.614399492866
2012,Louisiana,Percent,0.6856699492816232,0.31433005071837683
2013,Louisiana,Total - Inflation Adjusted,4328007700.105521,2043033592.6809244
2013,Louisiana,Per Student - Inflation Adjusted,6448.5893658075165,3044.050394809159
2013,Louisiana,Percent,0.6793251959862209,0.32067480401377907
2014,Louisiana,Total - Inflation Adjusted,4276824314.2508793,2112796445.1910512
2014,Louisiana,Per Student - Inflation Adjusted,6427.050770110515,3175.0366748337156
2014,Louisiana,Percent,0.669338912706376,0.33066108729362403
2015,Louisiana,Total - Inflation Adjusted,4256781966.129863,2188626638.2928963
2015,Louisiana,Per Student - Inflation Adjusted,6439.764637015995,3311.004346218316
2015,Louisiana,Percent,0.6604365920358353,0.33956340796416473
2016,Louisiana,Total - Inflation Adjusted,4266715461.0173135,2173269398.5461936
2016,Louisiana,Per Student - Inflation Adjusted,6459.233644930439,3290.035871064367
2016,Louisiana,Percent,0.6625351401285315,0.3374648598714685
2017,Louisiana,Total - Inflation Adjusted,4185126921.5837727,2124815428.3373566
2017,Louisiana,Per Student - Inflation Adjusted,6377.264171072679,3237.7807679177745
2017,Louisiana,Percent,0.6632589043044317,0.33674109569556837
2018,Louisiana,Total - Inflation Adjusted,4085747141.4602737,2131241918.051517
2018,Louisiana,Per Student - Inflation Adjusted,6334.513875747335,3304.2650210271568
2018,Louisiana,Percent,0.6571904951432289,0.3428095048567709
2019,Louisiana,Total - Inflation Adjusted,4036054380.829096,2091882248.9655643
2019,Louisiana,Per Student - Inflation Adjusted,6322.364814194278,3276.8779143819675
2019,Louisiana,Percent,0.6586316226146733,0.34136837738532655
2020,Louisiana,Total - Inflation Adjusted,4068706000,2067536000
2020,Louisiana,Per Student - Inflation Adjusted,6380.99,3242.54
2020,Louisiana,Percent,0.6630612675390424,0.33693873246095773
2002,Maine,Total - Inflation Adjusted,1560607837.2052183,584356665.1699051
2002,Maine,Per Student - Inflation Adjusted,7454.998973357342,2791.469503663897
2002,Maine,Percent,0.7275676483147286,0.27243235168527136
2003,Maine,Total - Inflation Adjusted,1577691024.043716,703241539.6058319
2003,Maine,Per Student - Inflation Adjusted,7582.532377001961,3379.851138981309
2003,Maine,Percent,0.6916864718285535,0.3083135281714465
2004,Maine,Total - Inflation Adjusted,1624710420.9035435,589115775.7200762
2004,Maine,Per Student - Inflation Adjusted,8086.269270673222,2932.0591857935897
2004,Maine,Percent,0.7338925593498057,0.26610744065019437
2005,Maine,Total - Inflation Adjusted,1631533325.7094417,612344038.5393844
2005,Maine,Per Student - Inflation Adjusted,8230.755172965572,3089.151882889932
2005,Maine,Percent,0.727104483486727,0.2728955165132731
2006,Maine,Total - Inflation Adjusted,1630082212.8580263,581008147.861013
2006,Maine,Per Student - Inflation Adjusted,8351.944438495044,2976.871920453755
2006,Maine,Percent,0.7372301018806541,0.26276989811934587
2007,Maine,Total - Inflation Adjusted,1634885439.1290073,656671199.3439876
2007,Maine,Per Student - Inflation Adjusted,8447.314386868484,3392.964634820588
2007,Maine,Percent,0.7134387940853977,0.28656120591460227
2008,Maine,Total - Inflation Adjusted,1598070146.0337102,641998112.1341244
2008,Maine,Per Student - Inflation Adjusted,8197.339080976833,3293.1456482303806
2008,Maine,Percent,0.7134023737171277,0.28659762628287233
2009,Maine,Total - Inflation Adjusted,1608633506.550611,654316101.5367856
2009,Maine,Per Student - Inflation Adjusted,8614.20533974938,3503.846656811361
2009,Maine,Percent,0.7108572683294478,0.2891427316705521
2010,Maine,Total - Inflation Adjusted,1633171044.39955,656372620.6178951
2010,Maine,Per Student - Inflation Adjusted,8656.362951276882,3479.000280466534
2010,Maine,Percent,0.7133171694963162,0.28668283050368376
2011,Maine,Total - Inflation Adjusted,1599029063.130146,661098297.5194061
2011,Maine,Per Student - Inflation Adjusted,8558.509420233828,3538.404203217116
2011,Maine,Percent,0.7074952906700429,0.29250470932995704
2012,Maine,Total - Inflation Adjusted,1541171784.691292,594450891.9462894
2012,Maine,Per Student - Inflation Adjusted,8230.69065275858,3174.6889900177316
2012,Maine,Percent,0.7216498626568344,0.2783501373431656
2013,Maine,Total - Inflation Adjusted,1511086678.4589581,595455479.3424115
2013,Maine,Per Student - Inflation Adjusted,8182.096672995782,3224.216852417258
2013,Maine,Percent,0.7173305077724046,0.28266949222759546
2014,Maine,Total - Inflation Adjusted,1481016665.841805,616976597.699254
2014,Maine,Per Student - Inflation Adjusted,8287.30741066603,3452.4115783930306
2014,Maine,Percent,0.7059204243636038,0.2940795756363962
2015,Maine,Total - Inflation Adjusted,1503914035.4154365,640692483.4366084
2015,Maine,Per Student - Inflation Adjusted,8536.424609178877,3636.6630048697584
2015,Maine,Percent,0.7012538543900084,0.2987461456099915
2016,Maine,Total - Inflation Adjusted,1555634459.3811798,625506153.5571352
2016,Maine,Per Student - Inflation Adjusted,8648.228194248764,3477.372717373217
2016,Maine,Percent,0.7132205865327241,0.2867794134672758
2017,Maine,Total - Inflation Adjusted,1569198903.3596075,608115290.109946
2017,Maine,Per Student - Inflation Adjusted,8805.035215661397,3412.2395076220214
2017,Maine,Percent,0.7207037097136688,0.27929629028633113
2018,Maine,Total - Inflation Adjusted,1577522516.14668,633336298.2964677
2018,Maine,Per Student - Inflation Adjusted,8804.3712609443,3534.7338928551994
2018,Maine,Percent,0.7135340165435925,0.28646598345640745
2019,Maine,Total - Inflation Adjusted,1594652641.8823705,645908848.0235765
2019,Maine,Per Student - Inflation Adjusted,8979.308227956004,3637.0384653764627
2019,Maine,Percent,0.7117201553046589,0.288279844695341
2020,Maine,Total - Inflation Adjusted,1609366000,663799000
2020,Maine,Per Student - Inflation Adjusted,9074.52,3742.88
2020,Maine,Percent,0.7079844586265545,0.29201554137344543
2002,Maryland,Total - Inflation Adjusted,6885759549.081241,2028530412.682688
2002,Maryland,Per Student - Inflation Adjusted,8000.744510027923,2356.9986430155286
2002,Maryland,Percent,0.7724409064610794,0.22755909353892054
2003,Maryland,Total - Inflation Adjusted,7094754263.515673,2192872308.175759
2003,Maryland,Per Student - Inflation Adjusted,8185.5332664023545,2530.0210001180685
2003,Maryland,Percent,0.763892661341575,0.236107338658425
2004,Maryland,Total - Inflation Adjusted,7108389060.528972,2323147704.4504805
2004,Maryland,Per Student - Inflation Adjusted,8178.9026668882625,2673.0146832307373
2004,Maryland,Percent,0.7536827274858092,0.24631727251419083
2005,Maryland,Total - Inflation Adjusted,7168598518.221178,2455903930.140845
2005,Maryland,Per Student - Inflation Adjusted,8303.857137976003,2844.8300042383935
2005,Maryland,Percent,0.7448282503626394,0.2551717496373606
2006,Maryland,Total - Inflation Adjusted,7367903165.605427,2580913930.758025
2006,Maryland,Per Student - Inflation Adjusted,8567.121146233465,3000.9902304442685
2006,Maryland,Percent,0.7405807972687303,0.25941920273126967
2007,Maryland,Total - Inflation Adjusted,7810688106.702447,2738960545.3917456
2007,Maryland,Per Student - Inflation Adjusted,9171.354060099357,3216.09844233803
2007,Maryland,Percent,0.7403745086646973,0.2596254913353026
2008,Maryland,Total - Inflation Adjusted,8239527951.986215,2996882860.7558904
2008,Maryland,Per Student - Inflation Adjusted,9742.854531069896,3543.6682760978624
2008,Maryland,Percent,0.7332885114090092,0.2667114885909908
2009,Maryland,Total - Inflation Adjusted,8406068932.935509,3152714079.387543
2009,Maryland,Per Student - Inflation Adjusted,9962.388170523274,3736.4184429490238
2009,Maryland,Percent,0.7272449675087473,0.2727550324912527
2010,Maryland,Total - Inflation Adjusted,8397049138.99766,3349633569.9370785
2010,Maryland,Per Student - Inflation Adjusted,9899.242857559042,3948.8679211542753
2010,Maryland,Percent,0.7148442856751049,0.2851557143248951
2011,Maryland,Total - Inflation Adjusted,8165331156.00728,3501570872.1989775
2011,Maryland,Per Student - Inflation Adjusted,9584.044601752159,4109.961509808734
2011,Maryland,Percent,0.6998715002515604,0.30012849974843964
2012,Maryland,Total - Inflation Adjusted,7798464382.86271,3499587083.6495585
2012,Maryland,Per Student - Inflation Adjusted,9134.065343567556,4098.945924749563
2012,Maryland,Percent,0.6902484369099432,0.30975156309005686
2013,Maryland,Total - Inflation Adjusted,7759494921.122685,3536167001.632366
2013,Maryland,Per Student - Inflation Adjusted,9030.526806339474,4115.398160131669
2013,Maryland,Percent,0.6869449528558815,0.3130550471441186
2014,Maryland,Total - Inflation Adjusted,7799468072.191676,3559541681.760635
2014,Maryland,Per Student - Inflation Adjusted,9008.723022279764,4111.42194231432
2014,Maryland,Percent,0.6866328875626474,0.3133671124373526
2015,Maryland,Total - Inflation Adjusted,7959955083.059605,3566875434.849183
2015,Maryland,Per Student - Inflation Adjusted,9106.376179101895,4080.592783293139
2015,Maryland,Percent,0.6905587026912956,0.3094412973087044
2016,Maryland,Total - Inflation Adjusted,9067715650.902496,3574498902.701269
2016,Maryland,Per Student - Inflation Adjusted,10313.64498282899,4065.645834707832
2016,Maryland,Percent,0.7172568601401805,0.2827431398598195
2017,Maryland,Total - Inflation Adjusted,9294345545.840517,3632772486.6769395
2017,Maryland,Per Student - Inflation Adjusted,10492.363761637833,4101.031363317489
2017,Maryland,Percent,0.7189803107362898,0.2810196892637103
2018,Maryland,Total - Inflation Adjusted,9623672132.95168,3573761600.271428
2018,Maryland,Per Student - Inflation Adjusted,10773.362180809369,4000.7003121832577
2018,Maryland,Percent,0.7292078387998697,0.2707921612001303
2019,Maryland,Total - Inflation Adjusted,8201057088.225116,3571226423.5865984
2019,Maryland,Per Student - Inflation Adjusted,9148.650936397313,3983.8608654301393
2019,Maryland,Percent,0.6966413641542842,0.3033586358457158
2020,Maryland,Total - Inflation Adjusted,8399152000,3667940000
2020,Maryland,Per Student - Inflation Adjusted,9239.96,4035.12
2020,Maryland,Percent,0.6960379899782149,0.3039620100217852
2002,Massachusetts,Total - Inflation Adjusted,8846661643.871063,2469666779.4888363
2002,Massachusetts,Per Student - Inflation Adjusted,9224.679306244212,2575.201553652909
2002,Massachusetts,Percent,0.7817603767166035,0.21823962328339652
2003,Massachusetts,Total - Inflation Adjusted,8879935860.475046,2744645178.5319395
